Supplier,CreatedOn,CompletedDate,Time_To_Complete,Total,Guid,SupplierCode,SupplierName
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-11,2018-04-24,12 days 20:01:28.508000000,12364.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-11,2018-04-24,12 days 19:41:32.981000000,3091.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-04-11,2018-04-30,18 days 16:29:29.545000000,7120.16,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': 'dac277ee-ee2d-4755-83b6-708d6bf15f45', 'SupplierCode': 'DRITAC FLOORING PRODUCTS, LLC', 'SupplierName': 'DRITAC FLOORING PRODUCTS, LLC'}",2018-04-12,2018-05-07,25 days 09:00:42.822000000,1271.76,dac277ee-ee2d-4755-83b6-708d6bf15f45,"DRITAC FLOORING PRODUCTS, LLC","DRITAC FLOORING PRODUCTS, LLC"
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-12,2018-04-24,12 days 00:43:35.064000000,69.8,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-12,2018-05-01,19 days 04:34:37.886000000,6182.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '97358c1d-d9ff-4af3-8513-ce250880293d', 'SupplierCode': 'PAW ENTERPRISES', 'SupplierName': 'PAW ENTERPRISES'}",2018-04-12,2018-05-23,40 days 23:29:01.519000000,52.8,97358c1d-d9ff-4af3-8513-ce250880293d,PAW ENTERPRISES,PAW ENTERPRISES
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-12,2018-05-01,19 days 04:12:02.437000000,539.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-12,2018-04-24,11 days 21:45:02.437000000,1723.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-04-13,2018-04-19,6 days 03:45:24.226000000,214.14,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-04-13,2018-04-19,5 days 23:01:02.435000000,33.8,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-16,2018-05-01,15 days 08:51:07.445000000,2664.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-16,2018-04-19,3 days 02:42:16.002000000,254.58,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-16,2018-05-01,15 days 04:41:40.139000000,4983.21,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-16,2018-05-01,15 days 03:58:50.202000000,4135.27,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-16,2018-05-02,15 days 08:09:12.329000000,103.92,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-16,2018-05-02,15 days 06:06:43.245000000,66.88,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '96f0a426-ca15-4ddf-a085-8ea03feb498e', 'SupplierCode': ""THE MASTER'S CRAFT"", 'SupplierName': ""THE MASTER'S CRAFT""}",2018-04-16,2018-04-19,2 days 21:25:58.229000000,226.48,96f0a426-ca15-4ddf-a085-8ea03feb498e,THE MASTER'S CRAFT,THE MASTER'S CRAFT
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-16,2018-04-24,7 days 20:30:48.004000000,3343.09,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2018-04-16,2018-05-03,16 days 18:11:20.723000000,7849.78,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-17,2018-05-01,14 days 06:09:28.818000000,1859.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-17,2018-05-02,14 days 10:43:10.643000000,470.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'e462cc98-230f-4dcb-803a-fcadaf1369d1', 'SupplierCode': 'Ohio Valley Flooring', 'SupplierName': 'Ohio Valley Flooring'}",2018-04-17,2018-04-19,2 days 02:23:57.680000000,1474.12,e462cc98-230f-4dcb-803a-fcadaf1369d1,Ohio Valley Flooring,Ohio Valley Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-17,2018-05-02,14 days 09:09:36.805000000,202.23,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-17,2018-05-02,14 days 08:59:37.903000000,2425.2,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2018-04-17,2018-05-03,15 days 21:28:02.140000000,7073.88,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '042f88d1-f621-4177-9d78-f87826d6b9c6', 'SupplierCode': 'From the Forest, LLC', 'SupplierName': 'From the Forest, LLC'}",2018-04-17,2018-05-15,28 days 00:45:17.847000000,13751.91,042f88d1-f621-4177-9d78-f87826d6b9c6,"From the Forest, LLC","From the Forest, LLC"
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-17,2018-04-19,1 days 22:02:07.013000000,1277.29,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '042f88d1-f621-4177-9d78-f87826d6b9c6', 'SupplierCode': 'From the Forest, LLC', 'SupplierName': 'From the Forest, LLC'}",2018-04-17,2018-07-30,103 days 18:03:03.684000000,4785.0,042f88d1-f621-4177-9d78-f87826d6b9c6,"From the Forest, LLC","From the Forest, LLC"
"{'Guid': '8ac9fd31-468e-4758-921a-d2b237f2b55a', 'SupplierCode': 'PADCO INC.', 'SupplierName': 'PADCO INC.'}",2018-04-18,2018-07-10,83 days 03:39:24.937000000,1770.6,8ac9fd31-468e-4758-921a-d2b237f2b55a,PADCO INC.,PADCO INC.
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-18,2018-04-26,8 days 02:22:55.826000000,2468.66,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-18,2018-05-02,13 days 10:53:30.150000000,53.41,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-18,2018-05-02,13 days 10:43:39.266000000,53.41,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-04-18,2018-05-02,14 days 01:56:46.532000000,4714.38,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}",2018-04-18,2018-05-08,19 days 18:46:15.208000000,40761.6,ca54e8e6-01de-4aae-a0be-1f99610a6878,INSL-X PRODUCTS CORP.,INSL-X PRODUCTS CORP.
"{'Guid': '9f09a640-5bf9-435c-ab85-e49db47d014e', 'SupplierCode': 'Artistic Finishes', 'SupplierName': 'Artistic Finishes'}",2018-04-18,2018-05-03,14 days 20:04:24.462000000,502.83,9f09a640-5bf9-435c-ab85-e49db47d014e,Artistic Finishes,Artistic Finishes
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-19,2018-05-18,29 days 00:52:07.183000000,143.14,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'c9fd9a1a-87ad-467c-a900-19ba1e5eb745', 'SupplierCode': 'L&L HARDWOODS, INC.', 'SupplierName': 'L&L HARDWOODS, INC.'}",2018-04-19,2018-05-01,12 days 01:25:08.041000000,1300.62,c9fd9a1a-87ad-467c-a900-19ba1e5eb745,"L&L HARDWOODS, INC.","L&L HARDWOODS, INC."
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-04-19,2018-04-25,6 days 05:49:41.805000000,1810.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': 'e3392871-d37c-4d7b-aa63-fd636e28ba38', 'SupplierCode': 'STARECASING', 'SupplierName': 'STARECASING'}",2018-04-19,2018-06-12,54 days 00:45:07.395000000,3654.84,e3392871-d37c-4d7b-aa63-fd636e28ba38,STARECASING,STARECASING
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-04-19,2018-04-30,10 days 21:39:46.889000000,178.04,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '9f09a640-5bf9-435c-ab85-e49db47d014e', 'SupplierCode': 'Artistic Finishes', 'SupplierName': 'Artistic Finishes'}",2018-04-19,2018-05-01,11 days 23:08:19.037000000,110.07,9f09a640-5bf9-435c-ab85-e49db47d014e,Artistic Finishes,Artistic Finishes
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-19,2018-04-20,0 days 09:55:34.253000000,9786.67,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-04-19,2018-04-26,6 days 20:34:15.252000000,8006.21,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-19,2018-05-03,13 days 21:17:59.459000000,281.52,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-19,2018-05-02,12 days 07:30:55.230000000,3350.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '1dd1f09d-2045-45f0-ad37-2ef3c0d390d0', 'SupplierCode': 'URBAN FLOOR', 'SupplierName': 'URBAN FLOOR'}",2018-04-19,2018-04-26,7 days 00:59:24.512000000,53.0,1dd1f09d-2045-45f0-ad37-2ef3c0d390d0,URBAN FLOOR,URBAN FLOOR
"{'Guid': '1dd1f09d-2045-45f0-ad37-2ef3c0d390d0', 'SupplierCode': 'URBAN FLOOR', 'SupplierName': 'URBAN FLOOR'}",2018-04-19,2018-04-26,7 days 01:02:16.200000000,53.0,1dd1f09d-2045-45f0-ad37-2ef3c0d390d0,URBAN FLOOR,URBAN FLOOR
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2018-04-19,2018-05-23,33 days 19:22:29.405000000,35.7,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-20,2018-04-23,3 days 14:05:43.822000000,67.06,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-04-20,2018-05-02,12 days 03:18:17.578000000,2676.69,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'e462cc98-230f-4dcb-803a-fcadaf1369d1', 'SupplierCode': 'Ohio Valley Flooring', 'SupplierName': 'Ohio Valley Flooring'}",2018-04-20,2018-06-04,45 days 01:38:21.121000000,1805.76,e462cc98-230f-4dcb-803a-fcadaf1369d1,Ohio Valley Flooring,Ohio Valley Flooring
"{'Guid': 'f0433f30-c232-44cd-a2b6-690e334d461e', 'SupplierCode': 'Superior Hardwood Flooring', 'SupplierName': 'Superior Hardwood Flooring'}",2018-04-20,2018-05-03,12 days 21:59:36.136000000,113.0,f0433f30-c232-44cd-a2b6-690e334d461e,Superior Hardwood Flooring,Superior Hardwood Flooring
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-20,2018-05-02,11 days 06:53:59.431000000,1188.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-23,2018-05-01,8 days 04:52:48.675000000,1083.6,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-04-23,2018-05-01,7 days 22:52:04.605000000,486.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-23,2018-05-23,30 days 00:45:50.057000000,1098.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-23,2018-04-23,0 days 00:15:19.227000000,254.58,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-23,2018-04-25,1 days 21:54:59.321000000,13.6,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-04-23,2018-05-02,8 days 23:45:17.891000000,1308.81,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-23,2018-05-01,8 days 00:32:12.779000000,5760.0,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-04-24,2018-04-26,2 days 02:46:58.358000000,82.81,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-04-24,2018-04-26,1 days 23:46:30.370000000,14.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': '525ae327-d3dd-4d28-a396-5a76f17712c1', 'SupplierCode': 'JOHNSON PREMIUM HARDWOOD', 'SupplierName': 'JOHNSON PREMIUM HARDWOOD'}",2018-04-24,2018-05-14,19 days 19:10:53.096000000,2014.74,525ae327-d3dd-4d28-a396-5a76f17712c1,JOHNSON PREMIUM HARDWOOD,JOHNSON PREMIUM HARDWOOD
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-25,2018-05-23,28 days 03:44:40.617000000,9273.6,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': 'ba48c6a8-fe8d-4c8f-b676-12e1ff706f02', 'SupplierCode': 'REAL WOOD FLOORS', 'SupplierName': 'REAL WOOD FLOORS'}",2018-04-25,2018-05-02,7 days 01:52:04.555000000,945.0,ba48c6a8-fe8d-4c8f-b676-12e1ff706f02,REAL WOOD FLOORS,REAL WOOD FLOORS
"{'Guid': 'd6627e01-5de4-4af0-b4ba-79361822ead6', 'SupplierCode': 'DERR FLOORING CO.', 'SupplierName': 'DERR FLOORING CO.'}",2018-04-25,2018-05-21,26 days 01:47:15.247000000,4498.68,d6627e01-5de4-4af0-b4ba-79361822ead6,DERR FLOORING CO.,DERR FLOORING CO.
"{'Guid': '40d1a8cb-4523-419d-b847-2bab964d9e12', 'SupplierCode': 'RQ FLOORS CORP', 'SupplierName': 'RQ FLOORS CORP'}",2018-04-25,2018-05-11,15 days 20:00:40.477000000,7930.0,40d1a8cb-4523-419d-b847-2bab964d9e12,RQ FLOORS CORP,RQ FLOORS CORP
"{'Guid': '40d1a8cb-4523-419d-b847-2bab964d9e12', 'SupplierCode': 'RQ FLOORS CORP', 'SupplierName': 'RQ FLOORS CORP'}",2018-04-25,2018-06-29,64 days 17:36:46.922000000,5896.8,40d1a8cb-4523-419d-b847-2bab964d9e12,RQ FLOORS CORP,RQ FLOORS CORP
"{'Guid': '042f88d1-f621-4177-9d78-f87826d6b9c6', 'SupplierCode': 'From the Forest, LLC', 'SupplierName': 'From the Forest, LLC'}",2018-04-26,2018-05-17,21 days 02:01:47.089000000,2915.17,042f88d1-f621-4177-9d78-f87826d6b9c6,"From the Forest, LLC","From the Forest, LLC"
"{'Guid': '8b08e795-c905-4ddb-a072-c302f700a4b8', 'SupplierCode': 'WICKHAM HARDWOOD FLOORING', 'SupplierName': 'WICKHAM HARDWOOD FLOORING'}",2018-04-26,2018-05-23,27 days 05:27:45.891000000,118.4,8b08e795-c905-4ddb-a072-c302f700a4b8,WICKHAM HARDWOOD FLOORING,WICKHAM HARDWOOD FLOORING
"{'Guid': '1dd1f09d-2045-45f0-ad37-2ef3c0d390d0', 'SupplierCode': 'URBAN FLOOR', 'SupplierName': 'URBAN FLOOR'}",2018-04-26,2018-05-11,15 days 06:14:13.238000000,666.39,1dd1f09d-2045-45f0-ad37-2ef3c0d390d0,URBAN FLOOR,URBAN FLOOR
"{'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}",2018-04-26,2018-04-26,0 days 00:01:35.453000000,14.0,674c4ed6-6a2c-40bf-b7bc-a7eb69bba746,"GRILL WORKS, INC.","GRILL WORKS, INC."
"{'Guid': 'ab8f9204-aa58-47e7-8a9e-5c83372480e7', 'SupplierCode': 'SAINT-GOBAIN ABRASIVES, INC.', 'SupplierName': 'SAINT-GOBAIN ABRASIVES, INC.'}",2018-04-26,2018-05-18,21 days 22:58:39.478000000,143.14,ab8f9204-aa58-47e7-8a9e-5c83372480e7,"SAINT-GOBAIN ABRASIVES, INC.","SAINT-GOBAIN ABRASIVES, INC."
"{'Guid': '9fee1e28-20f3-49c8-8b85-d368f2f62baa', 'SupplierCode': 'Pallmann', 'SupplierName': 'Uzin Utz North America, Inc.'}",2018-04-26,2018-05-02,5 days 23:58:03.247000000,11600.28,9fee1e28-20f3-49c8-8b85-d368f2f62baa,Pallmann,"Uzin Utz North America, Inc."
"{'Guid': 'e3392871-d37c-4d7b-aa63-fd636e28ba38', 'SupplierCode': 'STARECASING', 'SupplierName': 'STARECASING'}",2018-04-26,2018-05-24,28 days 02:19:10.787000000,267.98,e3392871-d37c-4d7b-aa63-fd636e28ba38,STARECASING,STARECASING
